run_id,run_name,hidden_dim,learning_rate,min_lr_ratio,adam_lr,num_layers,loss,optimizer_name,warmup
exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr3.54e-3-9f521c,exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr3.54e-3-9f521c,128.0,0.003535533905932738,0.0,0.003535533905932738,32.0,4.175682067871094,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr7.07e-3-4a478d,exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr7.07e-3-4a478d,128.0,0.007071067811865476,0.0,0.007071067811865476,8.0,4.4029083251953125,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr1.00e-2-682f16,exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr1.00e-2-682f16,128.0,0.01,0.0,0.01,32.0,4.141823768615723,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr1.00e-2-8f52b7,exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr1.00e-2-8f52b7,128.0,0.01,0.0,0.01,16.0,4.262216091156006,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr3.54e-3-2e4b88,exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr3.54e-3-2e4b88,128.0,0.003535533905932738,0.0,0.003535533905932738,8.0,4.421326160430908,muonh,0.0
qwen3_130m_muon_4096_remove_attn_bias-a7caf6,qwen3_130m_muon_4096_remove_attn_bias-a7caf6,512.0,0.016,0.0,0.0032,6.0,3.790733575820923,,0.0
llama_1_2b_adamc_baseline-63b1d0,llama_1_2b_adamc_baseline-63b1d0,2048.0,0.002,0.0,,16.0,3.0517377853393555,,1000.0
exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr1.41e-2-4d8230,exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr1.41e-2-4d8230,128.0,0.014142135623730952,0.0,0.014142135623730952,16.0,4.276788234710693,adamh,0.1
exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr1.00e-2-3b224a,exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr1.00e-2-3b224a,128.0,0.01,0.0,0.01,16.0,4.276586055755615,adamh,0.1
exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr5.00e-3-368ecb,exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr5.00e-3-368ecb,128.0,0.005,0.0,0.005,16.0,4.278569221496582,muonh,0.0
exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr7.07e-3-a945a6,exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr7.07e-3-a945a6,128.0,0.007071067811865476,0.0,0.007071067811865476,8.0,4.405238628387451,adamh,0.1
qwen3_1_2b_muon_4096_remove_attn_bias-4ab02c,qwen3_1_2b_muon_4096_remove_attn_bias-4ab02c,2048.0,0.004,0.0,0.0012,16.0,3.035515546798706,,0.0
llama_130m_adamc_baseline-9259c5,llama_130m_adamc_baseline-9259c5,512.0,0.008,0.0,,6.0,3.8311550617218018,,2000.0
exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr3.54e-3-867a84,exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr3.54e-3-867a84,128.0,0.003535533905932738,0.0,0.003535533905932738,8.0,4.42295503616333,adamh,0.1
exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr1.00e-2-0b3f5b,exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr1.00e-2-0b3f5b,128.0,0.01,0.0,0.01,8.0,4.402101516723633,adamh,0.1
exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr5.00e-3-77858e,exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr5.00e-3-77858e,128.0,0.005,0.0,0.005,32.0,4.155435085296631,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr2.50e-3-43f036,exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr2.50e-3-43f036,128.0,0.0025,0.0,0.0025,16.0,4.306293487548828,muonh,0.0
llama_520m_adamc_baseline-311a2e,llama_520m_adamc_baseline-311a2e,1024.0,0.004,0.0,,24.0,3.245194435119629,,1000.0
exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr5.00e-3-970d7a,exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr5.00e-3-970d7a,128.0,0.005,0.0,0.005,8.0,4.406320571899414,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr7.07e-3-f5d33c,exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr7.07e-3-f5d33c,128.0,0.007071067811865476,0.0,0.007071067811865476,16.0,4.269697189331055,muonh,0.0
exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr5.00e-3-76cea0,exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr5.00e-3-76cea0,128.0,0.005,0.0,0.005,16.0,4.295008182525635,adamh,0.1
llama_300m_adamc_baseline-2f50c0,llama_300m_adamc_baseline-2f50c0,768.0,0.008,0.0,,12.0,3.4604592323303223,,2000.0
exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr2.50e-3-165f8a,exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr2.50e-3-165f8a,128.0,0.0025,0.0,0.0025,32.0,4.190804481506348,muonh,0.0
qwen3_520m_muon_4096_remove_attn_bias-9381c9,qwen3_520m_muon_4096_remove_attn_bias-9381c9,1024.0,0.008,0.0,0.0024,24.0,3.2203855514526367,,0.0
exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr2.50e-3-ac3725,exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr2.50e-3-ac3725,128.0,0.0025,0.0,0.0025,8.0,4.426480293273926,muonh,0.0
exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr3.54e-3-cac6de,exp1570_hidden128-nl16-mup-adamh-anneal-to-0-lr3.54e-3-cac6de,128.0,0.003535533905932738,0.0,0.003535533905932738,16.0,4.308197021484375,adamh,0.1
exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr1.41e-2-f95853,exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr1.41e-2-f95853,128.0,0.014142135623730952,0.0,0.014142135623730952,32.0,4.143314838409424,muonh,0.0
exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr1.41e-2-a36edf,exp1570_hidden128-nl8-mup-adamh-anneal-to-0-lr1.41e-2-a36edf,128.0,0.014142135623730952,0.0,0.014142135623730952,8.0,4.399421215057373,adamh,0.1
qwen3_300m_muon_4096_remove_attn_bias-2adfeb,qwen3_300m_muon_4096_remove_attn_bias-2adfeb,768.0,0.008,0.0,0.0024,12.0,3.4362521171569824,,0.0
exp1570_hidden1024-nl4-mup-muonh-decay-to-0-lr1.41e-2-530eb8,exp1570_hidden1024-nl4-mup-muonh-decay-to-0-lr1.41e-2-530eb8,1024.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.6490395069122314,muonh,0.0
exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr1.41e-2-a28be7,exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr1.41e-2-a28be7,128.0,0.014142135623730952,0.0,0.014142135623730952,8.0,4.386597633361816,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-decay-to-0-lr1.41e-2-4b3ad8,exp1570_hidden256-nl4-mup-muonh-decay-to-0-lr1.41e-2-4b3ad8,256.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.169802665710449,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr1.41e-2-540ca1,exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr1.41e-2-540ca1,128.0,0.014142135623730952,0.0,0.014142135623730952,16.0,4.266755104064941,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-decay-to-0-lr1.41e-2-480807,exp1570_hidden512-nl4-mup-muonh-decay-to-0-lr1.41e-2-480807,512.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.874624252319336,muonh,0.0
exp1570_hidden512-nl4-mup-muonh-decay-to-0-lr2.00e-2-7ad13a,exp1570_hidden512-nl4-mup-muonh-decay-to-0-lr2.00e-2-7ad13a,512.0,0.02,0.0,0.02,4.0,3.891512155532837,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr2.00e-2-944432,exp1570_hidden128-nl16-mup-muonh-decay-to-0-lr2.00e-2-944432,128.0,0.02,0.0,0.02,16.0,4.280467987060547,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-decay-to-0-lr2.00e-2-dcd144,exp1570_hidden256-nl4-mup-muonh-decay-to-0-lr2.00e-2-dcd144,256.0,0.02,0.0,0.02,4.0,4.173242092132568,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr2.00e-2-16b024,exp1570_hidden128-nl32-mup-muonh-decay-to-0-lr2.00e-2-16b024,128.0,0.02,0.0,0.02,32.0,4.164053916931152,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-decay-to-0-lr2.00e-2-ef667e,exp1570_hidden1024-nl4-mup-muonh-decay-to-0-lr2.00e-2-ef667e,1024.0,0.02,0.0,0.02,4.0,3.6846983432769775,muonh,0.0
exp1570_hidden256-nl4-mup-adamh-0-warmup-lr1.41e-2-5dfd8f,exp1570_hidden256-nl4-mup-adamh-0-warmup-lr1.41e-2-5dfd8f,256.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.180903434753418,adamh,0.0
exp1570_hidden128-nl4-mup-adamh-0-warmup-lr1.41e-2-b64f31,exp1570_hidden128-nl4-mup-adamh-0-warmup-lr1.41e-2-b64f31,128.0,0.014142135623730952,0.0,0.014142135623730952,4.0,4.5520453453063965,adamh,0.0
exp1570_hidden128-nl4-mup-adamh-0-warmup-lr3.54e-3-b73b3a,exp1570_hidden128-nl4-mup-adamh-0-warmup-lr3.54e-3-b73b3a,128.0,0.003535533905932738,0.0,0.003535533905932738,4.0,4.5641326904296875,adamh,0.0
exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr2.00e-2-525568,exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr2.00e-2-525568,128.0,0.02,0.0,0.02,8.0,4.400951862335205,muonh,0.0
exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr1.00e-2-85ea5b,exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr1.00e-2-85ea5b,1024.0,0.01,0.0,0.01,4.0,3.6476781368255615,adamh,0.0
exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr3.54e-3-b326cc,exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr3.54e-3-b326cc,1024.0,0.003535533905932738,0.0,0.003535533905932738,4.0,3.668152332305908,adamh,0.0
exp1570_hidden512-nl4-mup-adamh-0-warmup-lr1.41e-2-0d7e9d,exp1570_hidden512-nl4-mup-adamh-0-warmup-lr1.41e-2-0d7e9d,512.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.890772581100464,adamh,0.0
exp1570_hidden128-nl4-mup-adamh-0-warmup-lr1.00e-2-a8e3c1,exp1570_hidden128-nl4-mup-adamh-0-warmup-lr1.00e-2-a8e3c1,128.0,0.01,0.0,0.01,4.0,4.548061370849609,adamh,0.0
exp1570_hidden256-nl4-mup-adamh-0-warmup-lr3.54e-3-f3cae6,exp1570_hidden256-nl4-mup-adamh-0-warmup-lr3.54e-3-f3cae6,256.0,0.003535533905932738,0.0,0.003535533905932738,4.0,4.206486225128174,adamh,0.0
exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr1.41e-2-7115f9,exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr1.41e-2-7115f9,1024.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.6681694984436035,adamh,0.0
exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr5.00e-3-218cc5,exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr5.00e-3-218cc5,1024.0,0.005,0.0,0.005,4.0,3.65549898147583,adamh,0.0
exp1570_hidden128-nl4-mup-adamh-0-warmup-lr5.00e-3-8ab795,exp1570_hidden128-nl4-mup-adamh-0-warmup-lr5.00e-3-8ab795,128.0,0.005,0.0,0.005,4.0,4.557092189788818,adamh,0.0
exp1570_hidden256-nl4-mup-adamh-0-warmup-lr5.00e-3-d77587,exp1570_hidden256-nl4-mup-adamh-0-warmup-lr5.00e-3-d77587,256.0,0.005,0.0,0.005,4.0,4.197383880615234,adamh,0.0
exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr7.07e-3-0423e3,exp1570_hidden1024-nl4-mup-adamh-0-warmup-lr7.07e-3-0423e3,1024.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.6414685249328613,adamh,0.0
exp1570_hidden512-nl4-mup-adamh-0-warmup-lr1.00e-2-f367bb,exp1570_hidden512-nl4-mup-adamh-0-warmup-lr1.00e-2-f367bb,512.0,0.01,0.0,0.01,4.0,3.88203501701355,adamh,0.0
exp1570_hidden256-nl4-mup-adamh-0-warmup-lr7.07e-3-d61bc7,exp1570_hidden256-nl4-mup-adamh-0-warmup-lr7.07e-3-d61bc7,256.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.189313888549805,adamh,0.0
exp1570_hidden128-nl4-mup-adamh-0-warmup-lr7.07e-3-492117,exp1570_hidden128-nl4-mup-adamh-0-warmup-lr7.07e-3-492117,128.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.563165187835693,adamh,0.0
exp1570_hidden512-nl4-mup-adamh-0-warmup-lr3.54e-3-f94477,exp1570_hidden512-nl4-mup-adamh-0-warmup-lr3.54e-3-f94477,512.0,0.003535533905932738,0.0,0.003535533905932738,4.0,3.9092724323272705,adamh,0.0
exp1570_hidden256-nl4-mup-adamh-0-warmup-lr1.00e-2-c51051,exp1570_hidden256-nl4-mup-adamh-0-warmup-lr1.00e-2-c51051,256.0,0.01,0.0,0.01,4.0,4.189121723175049,adamh,0.0
exp1570_hidden512-nl4-mup-adamh-0-warmup-lr5.00e-3-366407,exp1570_hidden512-nl4-mup-adamh-0-warmup-lr5.00e-3-366407,512.0,0.005,0.0,0.005,4.0,3.8982949256896973,adamh,0.0
exp1570_hidden512-nl4-mup-adamh-0-warmup-lr7.07e-3-5b6785,exp1570_hidden512-nl4-mup-adamh-0-warmup-lr7.07e-3-5b6785,512.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.8860349655151367,adamh,0.0
exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr2.00e-2-556f92,exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr2.00e-2-556f92,128.0,0.02,0.0,0.02,64.0,4.054982662200928,adamh,0.1
exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr1.41e-2-5297b5,exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr1.41e-2-5297b5,128.0,0.014142135623730952,0.0,0.014142135623730952,256.0,3.851714849472046,adamh,0.1
exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr1.00e-2-9bc750,exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr1.00e-2-9bc750,128.0,0.01,0.0,0.01,256.0,3.835890769958496,adamh,0.1
exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr1.41e-2-62ae95,exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr1.41e-2-62ae95,128.0,0.014142135623730952,0.0,0.014142135623730952,128.0,3.9366071224212646,adamh,0.1
exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr2.00e-2-c33477,exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr2.00e-2-c33477,128.0,0.02,0.0,0.02,256.0,3.8859903812408447,adamh,0.1
exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr2.00e-2-b3981b,exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr2.00e-2-b3981b,128.0,0.02,0.0,0.02,128.0,3.957174062728882,adamh,0.1
exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr7.07e-3-e68155,exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr7.07e-3-e68155,128.0,0.007071067811865476,0.0,0.007071067811865476,256.0,3.8396682739257812,adamh,0.1
exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr1.41e-2-c02828,exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr1.41e-2-c02828,2048.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.5113813877105713,adamh,0.1
exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr1.00e-2-8799f9,exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr1.00e-2-8799f9,128.0,0.01,0.0,0.01,128.0,3.9306223392486572,adamh,0.1
exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr5.00e-3-ba5afc,exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr5.00e-3-ba5afc,128.0,0.005,0.0,0.005,64.0,4.060412406921387,adamh,0.1
exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr5.00e-3-45da2b,exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr5.00e-3-45da2b,128.0,0.005,0.0,0.005,128.0,3.947719097137451,adamh,0.1
exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr5.00e-3-a10feb,exp1570_hidden128-nl256-mup-adamh-0-warmup-0.1-lr5.00e-3-a10feb,128.0,0.005,0.0,0.005,256.0,3.8509442806243896,adamh,0.1
exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr7.07e-3-9801c0,exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr7.07e-3-9801c0,128.0,0.007071067811865476,0.0,0.007071067811865476,64.0,4.044088363647461,adamh,0.1
exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr7.07e-3-bf3949,exp1570_hidden128-nl128-mup-adamh-0-warmup-0.1-lr7.07e-3-bf3949,128.0,0.007071067811865476,0.0,0.007071067811865476,128.0,3.9349846839904785,adamh,0.1
exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr2.00e-2-39e97c,exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr2.00e-2-39e97c,2048.0,0.02,0.0,0.02,4.0,3.556518316268921,adamh,0.1
exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr1.00e-2-23026a,exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr1.00e-2-23026a,2048.0,0.01,0.0,0.01,4.0,3.4859023094177246,adamh,0.1
exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr1.41e-2-6637d4,exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr1.41e-2-6637d4,128.0,0.014142135623730952,0.0,0.014142135623730952,64.0,4.04536247253418,adamh,0.1
exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr1.00e-2-269e0c,exp1570_hidden128-nl64-mup-adamh-0-warmup-0.1-lr1.00e-2-269e0c,128.0,0.01,0.0,0.01,64.0,4.037863731384277,adamh,0.1
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-6b29cc,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr7.07e-3-6b29cc,2048.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.452171802520752,muonh,0.0
exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr5.00e-3-ff9d41,exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr5.00e-3-ff9d41,2048.0,0.005,0.0,0.005,4.0,3.4764533042907715,adamh,0.1
exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr7.07e-3-13a84b,exp1570_hidden2048-nl4-mup-adamh-0-warmup-0.1-lr7.07e-3-13a84b,2048.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.4761385917663574,adamh,0.1
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr1.41e-2-15391d,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr1.41e-2-15391d,128.0,0.014142135623730952,0.0,0.014142135623730952,128.0,3.9298183917999268,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr2.00e-2-19fade,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr2.00e-2-19fade,2048.0,0.02,0.0,0.02,4.0,3.5891101360321045,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr2.00e-2-0b0da1,exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr2.00e-2-0b0da1,128.0,0.02,0.0,0.02,256.0,3.9202096462249756,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr2.00e-2-0f35fe,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr2.00e-2-0f35fe,128.0,0.02,0.0,0.02,128.0,3.9730751514434814,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr2.00e-2-dc94cf,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr2.00e-2-dc94cf,128.0,0.02,0.0,0.02,64.0,4.060882568359375,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr1.00e-2-9db4b9,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr1.00e-2-9db4b9,128.0,0.01,0.0,0.01,128.0,3.9221863746643066,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr7.07e-3-6ff0f1,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr7.07e-3-6ff0f1,128.0,0.007071067811865476,0.0,0.007071067811865476,128.0,3.9265575408935547,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr1.00e-2-11924f,exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr1.00e-2-11924f,128.0,0.01,0.0,0.01,256.0,3.8272287845611572,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-a225b3,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr1.41e-2-a225b3,2048.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.494434356689453,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr5.00e-3-a434fe,exp1570_hidden128-nl128-mup-muonh-0-warmup-0.0-lr5.00e-3-a434fe,128.0,0.005,0.0,0.005,128.0,3.9333136081695557,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr1.00e-2-68981b,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr1.00e-2-68981b,128.0,0.01,0.0,0.01,64.0,4.026822566986084,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr7.07e-3-c54eac,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr7.07e-3-c54eac,128.0,0.007071067811865476,0.0,0.007071067811865476,64.0,4.026791095733643,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr5.00e-3-13048b,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr5.00e-3-13048b,2048.0,0.005,0.0,0.005,4.0,3.4511029720306396,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-849784,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.0-lr1.00e-2-849784,2048.0,0.01,0.0,0.01,4.0,3.4636144638061523,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr1.41e-2-c01437,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr1.41e-2-c01437,128.0,0.014142135623730952,0.0,0.014142135623730952,64.0,4.034362316131592,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr7.07e-3-e70f7e,exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr7.07e-3-e70f7e,128.0,0.007071067811865476,0.0,0.007071067811865476,256.0,3.826436996459961,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr5.00e-3-5941c4,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.0-lr5.00e-3-5941c4,128.0,0.005,0.0,0.005,64.0,4.038660526275635,muonh,0.0
exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr1.41e-2-a6e08b,exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr1.41e-2-a6e08b,128.0,0.014142135623730952,0.0,0.014142135623730952,512.0,3.7814254760742188,adamh,0.1
exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr1.41e-2-bc9edf,exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr1.41e-2-bc9edf,128.0,0.014142135623730952,0.0,0.014142135623730952,256.0,3.8502771854400635,muonh,0.0
exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr7.07e-3-e21b9e,exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr7.07e-3-e21b9e,128.0,0.007071067811865476,0.0,0.007071067811865476,512.0,3.75778865814209,adamh,0.1
exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr5.00e-3-4094e2,exp1570_hidden128-nl256-mup-muonh-0-warmup-0.0-lr5.00e-3-4094e2,128.0,0.005,0.0,0.005,256.0,3.8305280208587646,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-5181df,exp1570_hidden2048-nl4-mup-muonh-0-warmup-0.1-lr5.00e-3-5181df,2048.0,0.005,0.0,0.005,4.0,3.454392194747925,muonh,0.1
exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr1.00e-2-2806f7,exp1570_hidden128-nl8-mup-muonh-decay-to-0-lr1.00e-2-2806f7,128.0,0.01,0.0,0.01,8.0,4.394729137420654,muonh,0.0
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr1.41e-2-fdf087,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr1.41e-2-fdf087,128.0,0.014142135623730952,0.0,0.014142135623730952,32.0,4.142833709716797,muonh,0.1
exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr7.07e-3-5f8735,exp1570_hidden128-nl8-mup-muonh-0-warmup-0.1-lr7.07e-3-5f8735,128.0,0.007071067811865476,0.0,0.007071067811865476,8.0,4.396049976348877,muonh,0.1
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr7.07e-3-3f381e,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr7.07e-3-3f381e,128.0,0.007071067811865476,0.0,0.007071067811865476,64.0,4.024940013885498,muonh,0.1
exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr1.41e-2-1d6f0e,exp1570_hidden128-nl64-mup-muonh-0-warmup-0.1-lr1.41e-2-1d6f0e,128.0,0.014142135623730952,0.0,0.014142135623730952,64.0,4.028136253356934,muonh,0.1
exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr1.00e-2-7c6809,exp1570_hidden128-nl512-mup-adamh-0-warmup-0.0-lr1.00e-2-7c6809,128.0,0.01,0.0,0.01,512.0,3.756908416748047,adamh,0.1
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr7.07e-3-f069f8,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr7.07e-3-f069f8,128.0,0.007071067811865476,0.0,0.007071067811865476,32.0,4.145019054412842,muonh,0.1
exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr5.00e-3-8c9c1b,exp1570_hidden128-nl32-mup-muonh-0-warmup-0.1-lr5.00e-3-8c9c1b,128.0,0.005,0.0,0.005,32.0,4.15260124206543,muonh,0.1
