run_id,run_name,hidden_dim,learning_rate,min_lr_ratio,adam_lr,num_layers,loss,optimizer_name,warmup
exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr2.00e-2-7d5759,exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr2.00e-2-7d5759,128.0,0.02,0.0,0.02,128.0,3.9637553691864014,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr5.00e-3-6ed9e9,exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr5.00e-3-6ed9e9,128.0,0.005,0.0,0.005,128.0,3.9331443309783936,muonh,0.0
exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr1.00e-2-ba2887,exp1570_hidden128-nl16-mup-muonh-linear-input-norm-lr1.00e-2-ba2887,128.0,0.01,0.0,0.01,16.0,4.260153293609619,muonh,0.0
exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr1.41e-2-3bca5b,exp1570_hidden1024-nl4-mup-muonh-linear-input-norm-lr1.41e-2-3bca5b,1024.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.644219160079956,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr7.07e-3-7dc38c,exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr7.07e-3-7dc38c,128.0,0.007071067811865476,0.0,0.007071067811865476,64.0,4.0268354415893555,muonh,0.0
exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr7.07e-3-e56d5f,exp1570_hidden256-nl4-mup-muonh-linear-input-norm-lr7.07e-3-e56d5f,256.0,0.007071067811865476,0.0,0.007071067811865476,4.0,4.160728454589844,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr7.07e-3-1c8d59,exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr7.07e-3-1c8d59,2048.0,0.007071067811865476,0.0,0.007071067811865476,4.0,3.446816921234131,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr1.41e-2-1665f6,exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr1.41e-2-1665f6,2048.0,0.014142135623730952,0.0,0.014142135623730952,4.0,3.486765146255493,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr2.00e-2-78e76b,exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr2.00e-2-78e76b,2048.0,0.02,0.0,0.02,4.0,3.5397727489471436,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr1.00e-2-ca9f89,exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr1.00e-2-ca9f89,128.0,0.01,0.0,0.01,256.0,3.8258676528930664,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr5.00e-3-6df878,exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr5.00e-3-6df878,2048.0,0.005,0.0,0.005,4.0,3.4434266090393066,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr2.00e-2-b849d1,exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr2.00e-2-b849d1,128.0,0.02,0.0,0.02,256.0,3.8872408866882324,muonh,0.0
exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr1.00e-2-d020c9,exp1570_hidden2048-nl4-mup-muonh-linear-input-norm-lr1.00e-2-d020c9,2048.0,0.01,0.0,0.01,4.0,3.4616639614105225,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr1.41e-2-f5e794,exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr1.41e-2-f5e794,128.0,0.014142135623730952,0.0,0.014142135623730952,256.0,3.852177381515503,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.8-dclm-52ef8a,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.8-dclm-52ef8a,128.0,0.01,0.0,0.01,4.0,4.525823593139648,muonh,0.0
exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr7.07e-3-5461e3,exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr7.07e-3-5461e3,128.0,0.007071067811865476,0.0,0.007071067811865476,512.0,3.7457001209259033,muonh,0.0
exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr1.41e-2-ccb578,exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr1.41e-2-ccb578,128.0,0.014142135623730952,0.0,0.014142135623730952,512.0,3.7766268253326416,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr5.00e-3-f42908,exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr5.00e-3-f42908,128.0,0.005,0.0,0.005,256.0,3.829620838165283,muonh,0.0
exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr7.07e-3-22eb26,exp1570_hidden128-nl256-mup-muonh-linear-input-norm-lr7.07e-3-22eb26,128.0,0.007071067811865476,0.0,0.007071067811865476,256.0,3.818822145462036,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay1.0-dclm-548f07,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay1.0-dclm-548f07,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.519372463226318,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.8-dclm-8856df,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.8-dclm-8856df,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.520558834075928,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.2-dclm-9c25e4,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.2-dclm-9c25e4,128.0,0.01,0.0,0.01,4.0,4.507896423339844,muonh,0.0
exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr5.00e-3-50b490,exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr5.00e-3-50b490,128.0,0.005,0.0,0.005,512.0,3.75258469581604,muonh,0.0
exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr1.00e-2-85fdc4,exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr1.00e-2-85fdc4,128.0,0.01,0.0,0.01,512.0,3.756575107574463,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.6-dclm-e4cfb6,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.6-dclm-e4cfb6,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.523221492767334,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay1.0-dclm-e9cc4d,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay1.0-dclm-e9cc4d,128.0,0.01,0.0,0.01,4.0,4.528138160705566,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.6-dclm-cb95b3,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.6-dclm-cb95b3,128.0,0.01,0.0,0.01,4.0,4.522872447967529,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay1.0-dclm-891d5d,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay1.0-dclm-891d5d,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.525320053100586,muonh,0.0
exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr2.00e-2-a55e13,exp1570_hidden128-nl512-mup-muonh-linear-input-norm-lr2.00e-2-a55e13,128.0,0.02,0.0,0.02,512.0,3.858926773071289,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.8-dclm-381f78,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.8-dclm-381f78,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.531291484832764,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.8-dclm-114d6b,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.8-dclm-114d6b,128.0,0.04,0.0,0.04,4.0,4.536952495574951,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.8-dclm-d82a12,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.8-dclm-d82a12,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.533383846282959,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.2-dclm-61a085,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.2-dclm-61a085,128.0,0.0025,0.0,0.0025,4.0,4.514712333679199,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.4-dclm-b13a98,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.4-dclm-b13a98,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.5208740234375,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.4-dclm-3dfc5c,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.4-dclm-3dfc5c,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.5129852294921875,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay1.0-dclm-454e03,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay1.0-dclm-454e03,128.0,0.0025,0.0,0.0025,4.0,4.530915260314941,muonh,0.0
exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr7.07e-3-5f0f21,exp1570_hidden128-nl128-mup-muonh-linear-input-norm-lr7.07e-3-5f0f21,128.0,0.007071067811865476,0.0,0.007071067811865476,128.0,3.9217031002044678,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.4-dclm-2193e1,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.4-dclm-2193e1,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.510709285736084,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.6-dclm-bf5ba4,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.6-dclm-bf5ba4,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.532241344451904,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.4-dclm-080667,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.4-dclm-080667,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.517141342163086,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.4-dclm-ee4cc2,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.4-dclm-ee4cc2,128.0,0.01,0.0,0.01,4.0,4.51471471786499,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.2-dclm-628e92,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.2-dclm-628e92,128.0,0.04,0.0,0.04,4.0,4.51607608795166,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.8-dclm-b89584,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.8-dclm-b89584,128.0,0.0025,0.0,0.0025,4.0,4.527256011962891,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.6-dclm-6ab217,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.6-dclm-6ab217,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.515274524688721,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.2-dclm-fc2e06,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.2-dclm-fc2e06,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.505222797393799,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.4-dclm-44d0f7,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.4-dclm-44d0f7,128.0,0.0025,0.0,0.0025,4.0,4.518513202667236,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.2-dclm-77c095,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.2-dclm-77c095,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.503232955932617,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay1.0-dclmh-75478b,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay1.0-dclmh-75478b,128.0,0.0025,0.0,0.0025,4.0,4.512528419494629,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.2-dclm-ee8275,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.2-dclm-ee8275,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.502684116363525,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.2-dclm-178782,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.2-dclm-178782,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.508208274841309,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.6-dclm-4f4e85,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.6-dclm-4f4e85,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.526662826538086,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.4-dclm-d0e867,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.4-dclm-d0e867,128.0,0.04,0.0,0.04,4.0,4.524293899536133,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.2-dclmh-431657,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.2-dclmh-431657,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.519400119781494,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.8-dclmh-1bdd05,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.8-dclmh-1bdd05,128.0,0.0025,0.0,0.0025,4.0,4.506508827209473,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.8-dclmh-5c0969,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.8-dclmh-5c0969,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.484320163726807,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.2-dclmh-89219f,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.2-dclmh-89219f,128.0,0.0025,0.0,0.0025,4.0,4.500092029571533,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.4-dclmh-0f2cb8,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.4-dclmh-0f2cb8,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.504929542541504,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay1.0-dclm-620939,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay1.0-dclm-620939,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.530628681182861,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay1.0-dclm-4098cc,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay1.0-dclm-4098cc,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.529882431030273,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay1.0-dclmh-9d64a4,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay1.0-dclmh-9d64a4,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.495206356048584,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.8-dclmh-db8974,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.8-dclmh-db8974,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.490219593048096,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.6-dclmh-503ab1,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.6-dclmh-503ab1,128.0,0.04,0.0,0.04,4.0,4.545917987823486,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay1.0-dclmh-d1c78f,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay1.0-dclmh-d1c78f,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.499056339263916,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.6-dclmh-d24be9,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.6-dclmh-d24be9,128.0,0.01,0.0,0.01,4.0,4.483631134033203,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.6-dclm-952c33,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.6-dclm-952c33,128.0,0.0025,0.0,0.0025,4.0,4.521973609924316,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.4-dclmh-eea35e,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.4-dclmh-eea35e,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.482595920562744,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.6-dclmh-195f8a,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay0.6-dclmh-195f8a,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.496917247772217,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.6-dclmh-bd3878,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.6-dclmh-bd3878,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.485872268676758,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.2-dclmh-1e4979,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.2-dclmh-1e4979,128.0,0.01,0.0,0.01,4.0,4.485823631286621,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.2-dclmh-a4f43f,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.2-dclmh-a4f43f,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.49770975112915,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay1.0-dclmh-372f6c,exp1570_hidden128-nl4-muonh-linear-lr2.52e-2-decay1.0-dclmh-372f6c,128.0,0.025198420997897455,0.0,0.025198420997897455,4.0,4.487645149230957,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.8-dclm-099813,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.8-dclm-099813,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.517096519470215,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.6-dclmh-c76544,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.6-dclmh-c76544,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.496182441711426,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay1.0-dclmh-918154,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay1.0-dclmh-918154,128.0,0.04,0.0,0.04,4.0,4.529816150665283,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.4-dclmh-69f093,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.4-dclmh-69f093,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.492528438568115,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.2-dclmh-a0e791,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay0.2-dclmh-a0e791,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.497792720794678,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay1.0-dclm-826587,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay1.0-dclm-826587,128.0,0.04,0.0,0.04,4.0,4.540049076080322,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay1.0-dclmh-2a2be3,exp1570_hidden128-nl4-muonh-linear-lr1.59e-2-decay1.0-dclmh-2a2be3,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.485232353210449,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay1.0-dclmh-907cce,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay1.0-dclmh-907cce,128.0,0.01,0.0,0.01,4.0,4.482220649719238,muonh,0.0
exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr1.00e-2-9b3b19,exp1570_hidden128-nl64-mup-muonh-linear-input-norm-lr1.00e-2-9b3b19,128.0,0.01,0.0,0.01,64.0,4.021197319030762,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.8-dclmh-5336ac,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.8-dclmh-5336ac,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.500223159790039,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.6-dclmh-bb200b,exp1570_hidden128-nl4-muonh-linear-lr2.50e-3-decay0.6-dclmh-bb200b,128.0,0.0025,0.0,0.0025,4.0,4.502695083618164,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.4-dclmh-f9db59,exp1570_hidden128-nl4-muonh-linear-lr3.97e-3-decay0.4-dclmh-f9db59,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.4960761070251465,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.8-dclmh-2db9f7,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.8-dclmh-2db9f7,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.490914344787598,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.2-dclmh-ec7872,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.2-dclmh-ec7872,128.0,0.04,0.0,0.04,4.0,4.5715651512146,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.8-dclmh-927bfc,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.8-dclmh-927bfc,128.0,0.01,0.0,0.01,4.0,4.480592727661133,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.4-dclmh-fbabcb,exp1570_hidden128-nl4-muonh-linear-lr1.00e-2-decay0.4-dclmh-fbabcb,128.0,0.01,0.0,0.01,4.0,4.482646465301514,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.8-dclmh-90c385,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.8-dclmh-90c385,128.0,0.04,0.0,0.04,4.0,4.534680366516113,muonh,0.0
hidden128-nl32-adamh-cosine-lr4.00e-2-dclm-5e6bbc,hidden128-nl32-adamh-cosine-lr4.00e-2-dclm-5e6bbc,128.0,0.04,0.0,0.04,32.0,4.1793012619018555,adamh,0.1
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.2-dclmh-6bd20c,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.2-dclmh-6bd20c,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.488431930541992,muonh,0.0
exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.6-dclmh-3c61f6,exp1570_hidden128-nl4-muonh-linear-lr6.30e-3-decay0.6-dclmh-3c61f6,128.0,0.006299605249474366,0.0,0.006299605249474366,4.0,4.483304977416992,muonh,0.0
hidden128-nl16-adamn-cosine-lr1.00e-2-dclm-080f8d,hidden128-nl16-adamn-cosine-lr1.00e-2-dclm-080f8d,128.0,0.01,0.0,0.01,16.0,4.239663124084473,,0.1
exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.4-dclmh-9e7a1a,exp1570_hidden128-nl4-muonh-linear-lr4.00e-2-decay0.4-dclmh-9e7a1a,128.0,0.04,0.0,0.04,4.0,4.547765254974365,muonh,0.0
hidden128-nl16-adamn-cosine-lr6.30e-3-dclm-1e9796,hidden128-nl16-adamn-cosine-lr6.30e-3-dclm-1e9796,128.0,0.006299605249474366,0.0,0.006299605249474366,16.0,4.2224321365356445,,0.1
hidden128-nl4-adamh-cosine-lr1.00e-2-dclm-22ffea,hidden128-nl4-adamh-cosine-lr1.00e-2-dclm-22ffea,128.0,0.01,0.0,0.01,4.0,4.502391338348389,adamh,0.1
hidden128-nl4-adamh-cosine-lr4.00e-2-dclm-f2bb3d,hidden128-nl4-adamh-cosine-lr4.00e-2-dclm-f2bb3d,128.0,0.04,0.0,0.04,4.0,4.5263214111328125,adamh,0.1
hidden128-nl4-adamh-cosine-lr3.97e-3-dclm-19e69e,hidden128-nl4-adamh-cosine-lr3.97e-3-dclm-19e69e,128.0,0.003968502629920498,0.0,0.003968502629920498,4.0,4.514423370361328,adamh,0.1
hidden128-nl32-adamh-cosine-lr6.30e-3-dclm-4aa310,hidden128-nl32-adamh-cosine-lr6.30e-3-dclm-4aa310,128.0,0.006299605249474366,0.0,0.006299605249474366,32.0,4.100569725036621,adamh,0.1
hidden128-nl4-adamn-cosine-lr1.59e-2-dclm-d8f245,hidden128-nl4-adamn-cosine-lr1.59e-2-dclm-d8f245,128.0,0.015874010519681993,0.0,0.015874010519681993,4.0,4.5330095291137695,,0.1
hidden128-nl8-adamn-cosine-lr2.50e-3-dclm-325156,hidden128-nl8-adamn-cosine-lr2.50e-3-dclm-325156,128.0,0.0025,0.0,0.0025,8.0,4.356575965881348,,0.1
hidden128-nl16-adamh-cosine-lr1.59e-2-dclm-abd139,hidden128-nl16-adamh-cosine-lr1.59e-2-dclm-abd139,128.0,0.015874010519681993,0.0,0.015874010519681993,16.0,4.222250461578369,adamh,0.1
hidden128-nl8-adamh-cosine-lr1.00e-2-dclm-69ca2c,hidden128-nl8-adamh-cosine-lr1.00e-2-dclm-69ca2c,128.0,0.01,0.0,0.01,8.0,4.339535713195801,adamh,0.1
hidden128-nl16-adamh-cosine-lr2.50e-3-dclm-a7ee95,hidden128-nl16-adamh-cosine-lr2.50e-3-dclm-a7ee95,128.0,0.0025,0.0,0.0025,16.0,4.266784191131592,adamh,0.1
hidden128-nl16-adamn-cosine-lr4.00e-2-dclm-4c4ac1,hidden128-nl16-adamn-cosine-lr4.00e-2-dclm-4c4ac1,128.0,0.04,0.0,0.04,16.0,4.368307590484619,,0.1
hidden128-nl8-adamh-cosine-lr2.50e-3-dclm-99b512,hidden128-nl8-adamh-cosine-lr2.50e-3-dclm-99b512,128.0,0.0025,0.0,0.0025,8.0,4.394329071044922,adamh,0.1
hidden128-nl32-adamh-cosine-lr1.59e-2-dclm-17a1ec,hidden128-nl32-adamh-cosine-lr1.59e-2-dclm-17a1ec,128.0,0.015874010519681993,0.0,0.015874010519681993,32.0,4.098208427429199,adamh,0.1
hidden128-nl16-adamn-cosine-lr2.52e-2-dclm-6a9f87,hidden128-nl16-adamn-cosine-lr2.52e-2-dclm-6a9f87,128.0,0.025198420997897455,0.0,0.025198420997897455,16.0,4.312877178192139,,0.1
hidden128-nl8-adamh-cosine-lr4.00e-2-dclm-46c2e9,hidden128-nl8-adamh-cosine-lr4.00e-2-dclm-46c2e9,128.0,0.04,0.0,0.04,8.0,4.386429786682129,adamh,0.1
